"id","obs","plant","GrowthTemp","temp","Tleaf","T.in.K","Press","CO2S","CaPa","CiPa","Ci.Ca","CL","Photo","Cond","E","Rlight","gbl","CndCO2","e","Dobs"
"25C_30_plant9_126",126,"plant9","25C",30,30.0934810638428,303.243481063843,92.942497253418,379.518005371094,35.2733511718255,16.4385228564425,0.466032353330031,34.5161839403434,37.2240974710379,0.315226297230797,0.0037780054650823,1.61147346593521,6.25989820130142,0.188872677188232,5.40357829368662,2.16483752464517
"25C_30_plant9_127",127,"plant9","25C",30,30.0990867614746,303.249086761475,92.9425430297852,379.199798583984,35.2437935967778,16.4092164219843,0.465591661604911,34.4793976699349,37.581278678585,0.318302554555692,0.00378339612237912,1.61147346593521,6.26020141999133,0.190639347848551,4.90062538472822,3.12706607567695
"14C_35_plant10_157",157,"plant10","14C",35,34.5316696166992,307.681669616699,92.3450088500977,378.522796630859,34.9546910048404,13.6194192826253,0.38963065875019,34.1138519496636,40.7427290520553,0.283494381518534,0.00539208841341961,4.16994159992234,6.1301518796775,0.182483995245858,3.50913508797672,4.34283277375488
"14C_35_plant10_158",158,"plant10","14C",35,35.4610252380371,308.611025238037,92.3424453735352,379.402618408203,35.0349655649357,13.855284627903,0.395470193975868,34.1903384440071,40.9296539023696,0.287406921052357,0.00574214183635778,4.16994159992234,6.13048717392641,0.185078883709454,3.47929406649716,4.44273426593646
"14C_35_plant10_159",159,"plant10","14C",35,35.2336196899414,308.383619689941,92.3434448242188,378.505340576172,34.9524870331679,14.4578052498734,0.413641674086134,34.1059264773447,41.0269342080238,0.29738618545812,0.00568331863301081,4.16994159992234,6.13108976164888,0.191707082563509,3.49510189069938,4.20375881622257
"14C_35_plant10_160",160,"plant10","14C",35,35.0911407470703,308.24114074707,92.3416595458984,380.846130371094,35.1679637101004,14.9670352381972,0.425587200941594,34.3122143062422,41.4746112288842,0.304710714013775,0.00563608616529845,4.16994159992234,6.13131968927096,0.196580915694261,3.58051665271813,4.2153365650874
"14C_35_plant10_161",161,"plant10","14C",35,35.1472778320312,308.297277832031,92.3363037109375,379.765808105469,35.0661709962562,15.2612101932034,0.43521176563112,34.2101407498511,41.4875852138238,0.310762939081959,0.0056565240906595,4.16994159992234,6.13086989617007,0.200613842668328,3.10302648304797,4.70933122106219
"14C_35_plant10_162",162,"plant10","14C",35,35.1243858337402,308.27438583374,92.33740234375,378.602294921875,34.9591524344683,15.336114587706,0.438686682019935,34.0950517021598,41.8776184760222,0.316275390227004,0.00564470729191675,4.16994159992234,6.13078128014159,0.20429158665331,3.30682544816348,4.39854555827107
"14C_35_plant10_163",163,"plant10","14C",35,35.1228141784668,308.272814178467,92.3362579345703,378.872314453125,34.9836517516114,15.5229265359327,0.443719444903795,34.1096962342707,42.3548305444261,0.322256026067013,0.00564364986292339,4.16994159992234,6.1306490754367,0.208286548153616,3.49895431098838,4.25209477263952
"14C_35_plant10_165",165,"plant10","14C",35,35.102596282959,308.252596282959,92.3351440429688,379.220489501953,35.015378522208,16.0834922895577,0.459326529323595,34.1376048429652,42.5407569872781,0.332409004924372,0.00563090105983774,4.16994159992234,6.130702723603,0.215080167764799,3.40390057976461,4.28027945177322
"14C_35_plant10_166",166,"plant10","14C",35,35.154354095459,308.304354095459,92.3350601196289,379.416595458984,35.0334541520902,16.1728744834219,0.461640876552189,34.1469193638129,42.9707085786518,0.336825079204127,0.00564973653851592,4.16994159992234,6.13146052142298,0.21803964486691,2.91531759973439,5.04372259832489
"14C_35_plant10_167",167,"plant10","14C",35,35.1316757202148,308.281675720215,92.3348770141602,378.781646728516,34.9747567658985,16.2827097503808,0.465556054023996,34.0823279178902,43.2500949175552,0.341813636614997,0.00564473788184398,4.16994159992234,6.13055519153923,0.221386115341658,3.44917470705105,4.23899700717961
"14C_35_plant10_168",168,"plant10","14C",35,35.0476341247559,308.197634124756,92.3352508544922,379.390777587891,35.0311426204587,16.2428948918903,0.463670142532097,34.1294841887135,43.7003454322166,0.34333465500898,0.00559965818532957,4.16994159992234,6.13099443836978,0.222407164319178,3.39313098802692,4.23845071854928
"14C_35_plant10_169",169,"plant10","14C",35,35.0798988342285,308.229898834228,92.3342132568359,378.811218261719,34.9772358110594,16.2023322033051,0.4632250613178,34.0663784265658,44.1411479963923,0.346796865154044,0.00561137319168991,4.16994159992234,6.1302256438641,0.22473255195392,3.22276450997563,4.41671512757612
"14C_35_plant10_170",170,"plant10","14C",35,35.0643272399902,308.21432723999,92.3282165527344,378.984466552734,34.9909598980034,16.413453750862,0.469076978702679,34.078328841059,44.2329295143431,0.351060031417229,0.00561276377755614,4.16994159992234,6.13063518442029,0.227598251182932,3.28590313852572,4.28914268700444
"14C_35_plant12_142",142,"plant12","14C",35,35.4908790588379,308.640879058838,91.7011260986328,379.861236572266,34.8337031548959,10.2570665030618,0.294458113093845,33.9696733376744,42.4331343714896,0.254768347930433,0.00604513951211929,4.16994159992234,6.16980756408858,0.163873367192627,3.1392689015214,4.63949300416366
"14C_35_plant12_143",143,"plant12","14C",35,35.2390823364258,308.389082336426,91.6991882324219,381.415618896484,34.9755026319744,14.8376735451698,0.42423045928167,34.1404599492943,41.0116644482251,0.30090194243684,0.00632696205586717,4.16994159992234,6.1699945282709,0.194575063620324,3.02851570706735,4.80416434648952
"14C_35_plant12_144",144,"plant12","14C",35,35.1131896972656,308.263189697266,91.6966705322266,379.130126953125,34.7649703400619,15.1408950577991,0.43552158709456,33.9258274857789,41.2122250408267,0.309923715530217,0.00632800739274083,4.16994159992234,6.16970353615867,0.200617155582176,3.08604511347978,4.64529585549566
