"gbsPa","gmPa"
0.0279549955963202,0.901698425479437
0.0182495731970304,0.814406006809471
1.08228209674435e-12,1.80585090521397
1.08234161752571e-12,6.21616026869594
1.08151160025806e-12,2.94692973297782
1.0824303514554e-12,50.4332327663688
1.08153133811051e-12,2.14714732260757
1.08234955158814e-12,5.31235877788409
19.7810714092936,-15.8839103600221
1.09315041976072e-12,1.52250201612993
1.09315160495704e-12,1.52249941653957
1.09312456809774e-12,1.11062809966359
1.09312467772578e-12,1.11062775382033
1.09239063064308e-12,4.18167297951799
1.09481816537784e-12,4.18167133421822
1.09333775320941e-12,1.23665223203271
1.09333814268679e-12,1.23665223217411
1.09335783778878e-12,1.90693587097086
1.09335783778878e-12,1.90693587097086
1.09327983225842e-12,2.11953677053459
1.09327995613603e-12,2.11953677278143
0.0168795133676702,1.21914878135589
0.0142864414264881,1.29329919815767
1.08921872704267e-12,2.23456333053076
0.00406702120530316,1.64734076277645
0.0059185488076042,1.12535649795967
0.0125946750674551,1.32877036749098
0.000192874961385273,1.62445082974003
0.000687482727246185,1.52492863158957
0.0388614811298362,0.662829009925661
0.00701556457569807,1.06469189510065
0.0173585827840001,0.850411851632879
0.0096603003074146,1.01101031697295
0.000324565125430598,2.0916314856984
1.08958851294925e-12,1.15616474795076
1.0896050689062e-12,1.2611760351893
0.00526579587522368,0.922013527802925
0.00942501199338999,0.820593619837158
0.0349018896123184,0.981441330757841
0.039051399166244,0.749400097445005
0.00741174528781911,0.936256423225015
0.0195065896149159,0.872592643767932
0.0236429219755193,0.833159122261524
0.0070174370457305,0.752532819584805
0.0164622607496933,0.828838016022645
0.0171576857966587,0.769545130310486
0.0307178844038566,0.779207620819166
0.015678636741973,0.774976213107742
0.0215706199332232,0.92715184901745
0.0445164626311879,0.808103866551605
1.08323856081051e-12,0.713395821641282
0.0301689507789574,0.708472710229932
0.0160123889913295,0.72259295425691
0.000639796090498581,0.699768838766254
0.0494616047162019,0.788688698842196
1.08650529233961e-12,1.10330383724964
